[17,49];2;0;0;2
[18,44];1;0;1;0
[19,49];2;0;0;2
[21,26];1;0;1;0
[21,28];1;0;1;0
[21,29];1;0;1;0
[21,31];1;0;1;0
[21,32];1;0;1;0
[21,33];1;0;1;0
[21,34];1;0;1;0
[21,37];1;0;1;0
[21,40];1;0;1;0
[21,41];1;0;1;0
[21,42];1;0;1;0
[21,43];1;0;1;0
[21,458];1;0;1;0
[21,694];1;0;1;0
[26,31];1;0;1;0
[26,32];1;0;1;0
[26,33];1;0;1;0
[26,34];1;0;1;0
[26,37];1;0;1;0
[26,40];1;0;1;0
[26,41];1;0;1;0
[26,42];1;0;1;0
[26,43];1;1;0;0
[26,458];1;0;1;0
[26,694];1;0;1;0
[28,31];1;0;1;0
[28,32];1;0;1;0
[28,33];1;0;1;0
[28,34];1;0;1;0
[28,37];1;0;1;0
[28,40];1;0;1;0
[28,41];1;0;1;0
[28,42];1;0;1;0
[28,43];1;1;0;0
[28,458];1;0;1;0
[28,694];1;0;1;0
[29,31];1;0;1;0
[29,32];1;0;1;0
[29,33];1;0;1;0
[29,34];1;0;1;0
[29,37];1;0;1;0
[29,40];1;0;1;0
[29,41];1;0;1;0
[29,42];1;0;1;0
[29,43];1;1;0;0
[29,458];1;0;1;0
[29,694];1;0;1;0
[31,37];1;0;1;0
[31,40];1;0;1;0
[31,41];1;0;1;0
[31,42];1;0;1;0
[31,43];1;0;1;0
[31,458];1;0;1;0
[31,694];1;0;1;0
[32,37];1;0;1;0
[32,40];1;0;1;0
[32,41];1;0;1;0
[32,42];1;0;1;0
[32,43];1;1;0;0
[32,458];1;0;1;0
[32,694];1;0;1;0
[33,37];1;0;1;0
[33,40];1;0;1;0
[33,41];1;0;1;0
[33,42];1;0;1;0
[33,43];1;1;0;0
[33,458];1;0;1;0
[33,694];1;0;1;0
[34,37];1;0;1;0
[34,40];1;0;1;0
[34,41];1;0;1;0
[34,42];1;0;1;0
[34,43];1;1;0;0
[34,458];1;0;1;0
[34,694];1;0;1;0
[37,40];1;1;0;0
[37,42];1;1;0;0
[37,458];1;0;1;0
[37,694];1;0;1;0
[40,42];1;1;0;0
[40,458];1;0;1;0
[40,694];1;0;1;0
[41,42];1;1;0;0
[41,458];1;0;1;0
[41,694];1;0;1;0
[42,458];1;1;0;0
[42,694];1;1;0;0
[43,458];1;1;0;0
[43,694];1;1;0;0
[45,49];2;0;0;2
[46,49];2;0;0;2
[47,695];2;1;1;0
[51,695];2;1;1;0
[85,86];1;1;0;0
[85,87];1;0;1;0
[85,88];1;0;1;0
[85,89];1;0;1;0
[85,90];1;0;1;0
[85,91];1;0;1;0
[85,92];1;0;1;0
[85,93];1;0;1;0
[85,94];1;0;1;0
[85,95];1;0;1;0
[85,96];1;0;1;0
[85,97];1;0;1;0
[86,87];1;1;0;0
[86,88];1;1;0;0
[86,89];1;0;1;0
[86,90];1;0;1;0
[86,91];1;1;0;0
[86,92];1;1;0;0
[86,93];1;1;0;0
[86,94];1;1;0;0
[86,95];1;1;0;0
[86,96];1;1;0;0
[86,97];1;1;0;0
[87,88];1;1;0;0
[87,89];1;1;0;0
[87,90];1;1;0;0
[87,91];1;0;1;0
[87,92];1;0;1;0
[87,93];1;0;1;0
[87,94];1;0;1;0
[87,95];1;0;1;0
[87,96];1;0;1;0
[87,97];1;1;0;0
[88,89];1;1;0;0
[88,90];1;1;0;0
[88,91];1;1;0;0
[88,92];1;1;0;0
